index,sample_index,filename,model,target_key,source_text,target_text,ocr_predicted_text,ACC,NED,CER,noise_standard_deviation,noise_seed,generation_seed,source_path,input_path,mask_path,output_path
12,1,47853.png,self_prompting_sd35_version2,special_3,shall,N;?Ha,shall,0.0,0.0,1.0,5.549560196686573,4005,3015,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_3/0001.png
13,1,47853.png,self_prompting_sd35_version2,special_4,shall,v=N,shall,0.0,0.0,1.6666666666666667,5.549560196686573,4005,3016,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_4/0001.png
14,1,47853.png,self_prompting_sd35_version2,special_5,shall,@=.%y,shall,0.0,0.0,1.0,5.549560196686573,4005,3017,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_5/0001.png
15,1,47853.png,self_prompting_sd35_version2,special_6,shall,#;%;%,shall,0.0,0.0,1.0,5.549560196686573,4005,3018,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_6/0001.png
16,2,04626.png,self_prompting_sd35_version2,case_upper,tushy,YWLJG,rushy,0.0,0.0,1.0,7.104199863536806,4006,3019,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_upper/0002.png
17,2,04626.png,self_prompting_sd35_version2,case_lower,tushy,ywljg,tushy,0.0,0.0,1.0,7.104199863536806,4006,3020,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_lower/0002.png
18,2,04626.png,self_prompting_sd35_version2,special_1,tushy,lAkpZ,lushy,0.0,0.19999999999999996,0.8,7.104199863536806,4006,3021,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_1/0002.png
19,2,04626.png,self_prompting_sd35_version2,special_2,tushy,DPK;w,tushy,0.0,0.0,1.0,7.104199863536806,4006,3022,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_2/0002.png
20,2,04626.png,self_prompting_sd35_version2,special_3,tushy,.mk%k,rushy,0.0,0.0,1.0,7.104199863536806,4006,3023,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_3/0002.png
21,2,04626.png,self_prompting_sd35_version2,special_4,tushy,xU&,tushy,0.0,0.0,1.6666666666666667,7.104199863536806,4006,3024,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_4/0002.png
22,2,04626.png,self_prompting_sd35_version2,special_5,tushy,$Q!=?,lushy,0.0,0.0,1.0,7.104199863536806,4006,3025,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_5/0002.png
23,2,04626.png,self_prompting_sd35_version2,special_6,tushy,*#;@.,tushy,0.0,0.0,1.0,7.104199863536806,4006,3026,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_6/0002.png
24,3,47920.png,self_prompting_sd35_version2,case_upper,could,YGIJW,could,0.0,0.0,1.0,9.835273672159019,4007,3027,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_upper/0003.png
25,3,47920.png,self_prompting_sd35_version2,case_lower,could,ygijw,could,0.0,0.0,1.0,9.835273672159019,4007,3028,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_lower/0003.png
26,3,47920.png,self_prompting_sd35_version2,special_1,could,cDIKr,couk,0.0,0.19999999999999996,0.8,9.835273672159019,4007,3029,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_1/0003.png
27,3,47920.png,self_prompting_sd35_version2,special_2,could,l!baF,could,0.0,0.0,1.0,9.835273672159019,4007,3030,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_2/0003.png
28,3,47920.png,self_prompting_sd35_version2,special_3,could,;:Ufq,could,0.0,0.0,1.0,9.835273672159019,4007,3031,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_3/0003.png
29,3,47920.png,self_prompting_sd35_version2,special_4,could,Z#x,could,0.0,0.0,1.6666666666666667,9.835273672159019,4007,3032,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_4/0003.png
30,3,47920.png,self_prompting_sd35_version2,special_5,could,@!;r:,could,0.0,0.0,1.0,9.835273672159019,4007,3033,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_5/0003.png
31,3,47920.png,self_prompting_sd35_version2,special_6,could,",*_.+",could,0.0,0.0,1.0,9.835273672159019,4007,3034,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_6/0003.png
32,4,41302.png,self_prompting_sd35_version2,case_upper,mizen,XAEYO,immiienn,0.0,0.0,1.6,5.9973961582821635,4008,3035,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_upper/0004.png
33,4,41302.png,self_prompting_sd35_version2,case_lower,mizen,xaeyo,ammeennn,0.0,0.125,1.4,5.9973961582821635,4008,3036,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_lower/0004.png
34,4,41302.png,self_prompting_sd35_version2,special_1,mizen,ziPUx,mizzent,0.0,0.1428571428571429,1.2,5.9973961582821635,4008,3037,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_1/0004.png
35,4,41302.png,self_prompting_sd35_version2,special_2,mizen,pOO?h,mizent,0.0,0.0,1.2,5.9973961582821635,4008,3038,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_2/0004.png
36,4,41302.png,self_prompting_sd35_version2,special_3,mizen,K#V?k,aomiizent,0.0,0.0,1.8,5.9973961582821635,4008,3039,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_3/0004.png
37,4,41302.png,self_prompting_sd35_version2,special_4,mizen,A+h,immiiznnt,0.0,0.0,3.0,5.9973961582821635,4008,3040,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_4/0004.png
38,4,41302.png,self_prompting_sd35_version2,special_5,mizen,$;W?=,aimiiennt,0.0,0.0,1.8,5.9973961582821635,4008,3041,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_5/0004.png
39,4,41302.png,self_prompting_sd35_version2,special_6,mizen,!:*&-,immiiennt,0.0,0.0,1.8,5.9973961582821635,4008,3042,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_6/0004.png
40,5,30764.png,self_prompting_sd35_version2,case_upper,jougs,EBFTZ,jougs,0.0,0.0,1.0,6.480747726054247,4009,3043,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_upper/0005.png
41,5,30764.png,self_prompting_sd35_version2,case_lower,jougs,ebftz,jougs,0.0,0.0,1.0,6.480747726054247,4009,3044,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_lower/0005.png
42,5,30764.png,self_prompting_sd35_version2,special_1,jougs,gGwCH,jougs,0.0,0.0,1.0,6.480747726054247,4009,3045,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_1/0005.png
43,5,30764.png,self_prompting_sd35_version2,special_2,jougs,drdD$,jougs,0.0,0.0,1.0,6.480747726054247,4009,3046,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_2/0005.png
44,5,30764.png,self_prompting_sd35_version2,special_3,jougs,"*y,uv",jougs,0.0,0.0,1.0,6.480747726054247,4009,3047,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_3/0005.png
45,5,30764.png,self_prompting_sd35_version2,special_4,jougs,Z+j,jougs,0.0,0.0,1.6666666666666667,6.480747726054247,4009,3048,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_4/0005.png
46,5,30764.png,self_prompting_sd35_version2,special_5,jougs,@_&O_,jougs,0.0,0.0,1.0,6.480747726054247,4009,3049,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_5/0005.png
47,5,30764.png,self_prompting_sd35_version2,special_6,jougs,+=-@.,jougs,0.0,0.0,1.0,6.480747726054247,4009,3050,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_6/0005.png
48,6,04781.png,self_prompting_sd35_version2,case_upper,facia,AHPIO,facio,0.0,0.0,1.0,2.0150682314076747,4010,3051,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0006_04781.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_upper/0006.png
49,6,04781.png,self_prompting_sd35_version2,case_lower,facia,ahpio,facia,0.0,0.19999999999999996,0.8,2.0150682314076747,4010,3052,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0006_04781.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/case_lower/0006.png
50,6,04781.png,self_prompting_sd35_version2,special_1,facia,ACnDj,facia,0.0,0.0,1.0,2.0150682314076747,4010,3053,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/inputs/0006_04781.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35_version2/results/generated/self_prompting_sd35_version2/special_1/0006.png
