index,sample_index,filename,model,target_key,source_text,target_text,ocr_predicted_text,ACC,NED,CER,noise_standard_deviation,noise_seed,generation_seed,source_path,input_path,mask_path,output_path
810,1,47853.png,self_prompting_sd35,special_1,shall,jQlsN,shalla,0.0,0.16666666666666663,1.0,5.549560196686573,4005,3013,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_1/0001.png
811,1,47853.png,self_prompting_sd35,special_2,shall,ocp$e,shat,0.0,0.0,1.0,5.549560196686573,4005,3014,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_2/0001.png
812,1,47853.png,self_prompting_sd35,special_3,shall,N;?Ha,shall,0.0,0.0,1.0,5.549560196686573,4005,3015,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_3/0001.png
813,1,47853.png,self_prompting_sd35,special_4,shall,v=N,shall,0.0,0.0,1.6666666666666667,5.549560196686573,4005,3016,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_4/0001.png
814,1,47853.png,self_prompting_sd35,special_5,shall,@=.%y,ssail,0.0,0.0,1.0,5.549560196686573,4005,3017,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_5/0001.png
815,1,47853.png,self_prompting_sd35,special_6,shall,#;%;%,shall,0.0,0.0,1.0,5.549560196686573,4005,3018,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_6/0001.png
816,2,04626.png,self_prompting_sd35,case_upper,tushy,YWLJG,mone,0.0,0.0,1.0,7.104199863536806,4006,3019,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_upper/0002.png
817,2,04626.png,self_prompting_sd35,case_lower,tushy,ywljg,tushy,0.0,0.0,1.0,7.104199863536806,4006,3020,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_lower/0002.png
818,2,04626.png,self_prompting_sd35,special_1,tushy,lAkpZ,justa,0.0,0.0,1.0,7.104199863536806,4006,3021,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_1/0002.png
819,2,04626.png,self_prompting_sd35,special_2,tushy,DPK;w,tushy,0.0,0.0,1.0,7.104199863536806,4006,3022,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_2/0002.png
820,2,04626.png,self_prompting_sd35,special_3,tushy,.mk%k,tushy,0.0,0.0,1.0,7.104199863536806,4006,3023,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_3/0002.png
821,2,04626.png,self_prompting_sd35,special_4,tushy,xU&,lushy,0.0,0.0,1.6666666666666667,7.104199863536806,4006,3024,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_4/0002.png
822,2,04626.png,self_prompting_sd35,special_5,tushy,$Q!=?,tushy,0.0,0.0,1.0,7.104199863536806,4006,3025,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_5/0002.png
823,2,04626.png,self_prompting_sd35,special_6,tushy,*#;@.,aihhy,0.0,0.0,1.0,7.104199863536806,4006,3026,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_6/0002.png
824,3,47920.png,self_prompting_sd35,case_upper,could,YGIJW,could,0.0,0.0,1.0,9.835273672159019,4007,3027,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_upper/0003.png
825,3,47920.png,self_prompting_sd35,case_lower,could,ygijw,could,0.0,0.0,1.0,9.835273672159019,4007,3028,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_lower/0003.png
826,3,47920.png,self_prompting_sd35,special_1,could,cDIKr,could,0.0,0.19999999999999996,0.8,9.835273672159019,4007,3029,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_1/0003.png
827,3,47920.png,self_prompting_sd35,special_2,could,l!baF,could,0.0,0.0,1.0,9.835273672159019,4007,3030,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_2/0003.png
828,3,47920.png,self_prompting_sd35,special_3,could,;:Ufq,could,0.0,0.0,1.0,9.835273672159019,4007,3031,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_3/0003.png
829,3,47920.png,self_prompting_sd35,special_4,could,Z#x,could,0.0,0.0,1.6666666666666667,9.835273672159019,4007,3032,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_4/0003.png
830,3,47920.png,self_prompting_sd35,special_5,could,@!;r:,could,0.0,0.0,1.0,9.835273672159019,4007,3033,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_5/0003.png
831,3,47920.png,self_prompting_sd35,special_6,could,",*_.+",could,0.0,0.0,1.0,9.835273672159019,4007,3034,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0003_47920.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/47920.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_6/0003.png
832,4,41302.png,self_prompting_sd35,case_upper,mizen,XAEYO,cmmiinnnt,0.0,0.0,1.8,5.9973961582821635,4008,3035,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_upper/0004.png
833,4,41302.png,self_prompting_sd35,case_lower,mizen,xaeyo,mer,0.0,0.19999999999999996,0.8,5.9973961582821635,4008,3036,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_lower/0004.png
834,4,41302.png,self_prompting_sd35,special_1,mizen,ziPUx,ammizzent,0.0,0.11111111111111116,1.6,5.9973961582821635,4008,3037,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_1/0004.png
835,4,41302.png,self_prompting_sd35,special_2,mizen,pOO?h,dommiientt,0.0,0.0,2.0,5.9973961582821635,4008,3038,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_2/0004.png
836,4,41302.png,self_prompting_sd35,special_3,mizen,K#V?k,aemereen,0.0,0.0,1.6,5.9973961582821635,4008,3039,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_3/0004.png
837,4,41302.png,self_prompting_sd35,special_4,mizen,A+h,tho,0.0,0.0,1.0,5.9973961582821635,4008,3040,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_4/0004.png
838,4,41302.png,self_prompting_sd35,special_5,mizen,$;W?=,tron,0.0,0.0,1.0,5.9973961582821635,4008,3041,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_5/0004.png
839,4,41302.png,self_prompting_sd35,special_6,mizen,!:*&-,from,0.0,0.0,1.0,5.9973961582821635,4008,3042,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/i_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0004_41302.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-2/mask_s/41302.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_6/0004.png
840,5,30764.png,self_prompting_sd35,case_upper,jougs,EBFTZ,jorge,0.0,0.0,1.0,6.480747726054247,4009,3043,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_upper/0005.png
841,5,30764.png,self_prompting_sd35,case_lower,jougs,ebftz,longs,0.0,0.0,1.0,6.480747726054247,4009,3044,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_lower/0005.png
842,5,30764.png,self_prompting_sd35,special_1,jougs,gGwCH,dougs,0.0,0.0,1.0,6.480747726054247,4009,3045,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_1/0005.png
843,5,30764.png,self_prompting_sd35,special_2,jougs,drdD$,jougs,0.0,0.0,1.0,6.480747726054247,4009,3046,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_2/0005.png
844,5,30764.png,self_prompting_sd35,special_3,jougs,"*y,uv",jougs,0.0,0.0,1.0,6.480747726054247,4009,3047,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_3/0005.png
845,5,30764.png,self_prompting_sd35,special_4,jougs,Z+j,louge,0.0,0.0,1.6666666666666667,6.480747726054247,4009,3048,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_4/0005.png
846,5,30764.png,self_prompting_sd35,special_5,jougs,@_&O_,long,0.0,0.0,1.0,6.480747726054247,4009,3049,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_5/0005.png
847,5,30764.png,self_prompting_sd35,special_6,jougs,+=-@.,jougs,0.0,0.0,1.0,6.480747726054247,4009,3050,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0005_30764.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/30764.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_6/0005.png
848,6,04781.png,self_prompting_sd35,case_upper,facia,AHPIO,facia,0.0,0.0,1.0,2.0150682314076747,4010,3051,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0006_04781.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_upper/0006.png
849,6,04781.png,self_prompting_sd35,case_lower,facia,ahpio,fadi,0.0,0.19999999999999996,0.8,2.0150682314076747,4010,3052,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0006_04781.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/case_lower/0006.png
850,6,04781.png,self_prompting_sd35,special_1,facia,ACnDj,fadaa,0.0,0.0,1.0,2.0150682314076747,4010,3053,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0006_04781.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_1/0006.png
851,6,04781.png,self_prompting_sd35,special_2,facia,iarC@,facia,0.0,0.19999999999999996,0.8,2.0150682314076747,4010,3054,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0006_04781.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_2/0006.png
852,6,04781.png,self_prompting_sd35,special_3,facia,Yy_L$,facia,0.0,0.0,1.0,2.0150682314076747,4010,3055,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/i_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0006_04781.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-1/mask_s/04781.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/self_prompting_sd35/special_3/0006.png
