index,sample_index,filename,source_text,target_text,input_noise_standard_deviation,input_noise_seed,masking_proportion,masked_character_index,masked_character,glyph_mask_seed,generation_seed,ocr_predicted_text,ACC,NED,CER,masked_character_correct,other_character_1_correct,other_character_2_correct,other_character_3_correct,other_character_4_correct,input_path,output_path
14,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.3,4,q,100046,200042,aerquipa,0.0,0.25,1.2,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-5/0000.png
15,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.5,0,a,100042,200042,acidulmga,0.0,0.2222222222222222,1.4,1.0,0.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-1/0000.png
16,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.5,1,6,100043,200042,aaruuhga,0.0,0.375,1.0,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-2/0000.png
17,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.5,2,u,100044,200042,aarthhoga,0.0,0.2222222222222222,1.4,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-3/0000.png
18,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.5,3,h,100045,200042,aacluuqga,0.0,0.33333333333333337,1.2,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-4/0000.png
19,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.5,4,q,100046,200042,aaquhhpa,0.0,0.375,1.0,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-5/0000.png
20,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.7,0,a,100042,200042,acruumnaa,0.0,0.2222222222222222,1.4,1.0,0.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-1/0000.png
21,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.7,1,6,100043,200042,aarwihgaa,0.0,0.2222222222222222,1.4,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-2/0000.png
22,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.7,2,u,100044,200042,aarthhopa,0.0,0.2222222222222222,1.4,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-3/0000.png
23,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.7,3,h,100045,200042,aacluuqua,0.0,0.33333333333333337,1.2,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-4/0000.png
24,0,47442.png,nigre,a6uhq,7.558796336230698,3003,0.7,4,q,100046,200042,aaquhhpa,0.0,0.375,1.0,0.0,1.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-5/0000.png
25,1,09864.png,manit,sahr6,9.288307491545766,3004,0.0,0,s,100047,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-1/0001.png
26,1,09864.png,manit,sahr6,9.288307491545766,3004,0.0,1,a,100048,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-2/0001.png
27,1,09864.png,manit,sahr6,9.288307491545766,3004,0.0,2,h,100049,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-3/0001.png
28,1,09864.png,manit,sahr6,9.288307491545766,3004,0.0,3,r,100050,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-4/0001.png
29,1,09864.png,manit,sahr6,9.288307491545766,3004,0.0,4,6,100051,200043,sahro,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-5/0001.png
30,1,09864.png,manit,sahr6,9.288307491545766,3004,0.1,0,s,100047,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-1/0001.png
31,1,09864.png,manit,sahr6,9.288307491545766,3004,0.1,1,a,100048,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-2/0001.png
32,1,09864.png,manit,sahr6,9.288307491545766,3004,0.1,2,h,100049,200043,sahrb,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-3/0001.png
33,1,09864.png,manit,sahr6,9.288307491545766,3004,0.1,3,r,100050,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-4/0001.png
34,1,09864.png,manit,sahr6,9.288307491545766,3004,0.1,4,6,100051,200043,sahrb,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-5/0001.png
35,1,09864.png,manit,sahr6,9.288307491545766,3004,0.3,0,s,100047,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-1/0001.png
36,1,09864.png,manit,sahr6,9.288307491545766,3004,0.3,1,a,100048,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-2/0001.png
37,1,09864.png,manit,sahr6,9.288307491545766,3004,0.3,2,h,100049,200043,sahrb,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-3/0001.png
38,1,09864.png,manit,sahr6,9.288307491545766,3004,0.3,3,r,100050,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-4/0001.png
39,1,09864.png,manit,sahr6,9.288307491545766,3004,0.3,4,6,100051,200043,sahro,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-5/0001.png
40,1,09864.png,manit,sahr6,9.288307491545766,3004,0.5,0,s,100047,200043,nahro,0.0,0.6,0.4,0.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-1/0001.png
41,1,09864.png,manit,sahr6,9.288307491545766,3004,0.5,1,a,100048,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-2/0001.png
42,1,09864.png,manit,sahr6,9.288307491545766,3004,0.5,2,h,100049,200043,sanrb,0.0,0.6,0.4,0.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-3/0001.png
43,1,09864.png,manit,sahr6,9.288307491545766,3004,0.5,3,r,100050,200043,sahrc,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-4/0001.png
44,1,09864.png,manit,sahr6,9.288307491545766,3004,0.5,4,6,100051,200043,sahro,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-5/0001.png
45,1,09864.png,manit,sahr6,9.288307491545766,3004,0.7,0,s,100047,200043,nahro,0.0,0.6,0.4,0.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-1/0001.png
46,1,09864.png,manit,sahr6,9.288307491545766,3004,0.7,1,a,100048,200043,sahro,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-2/0001.png
47,1,09864.png,manit,sahr6,9.288307491545766,3004,0.7,2,h,100049,200043,sanrb,0.0,0.6,0.4,0.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-3/0001.png
48,1,09864.png,manit,sahr6,9.288307491545766,3004,0.7,3,r,100050,200043,sahrc,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-4/0001.png
49,1,09864.png,manit,sahr6,9.288307491545766,3004,0.7,4,6,100051,200043,sahro,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-5/0001.png
50,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.0,0,t,100052,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-1/0002.png
51,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.0,1,e,100053,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-2/0002.png
52,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.0,2,d,100054,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-3/0002.png
53,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.0,3,v,100055,200044,tedux,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-4/0002.png
54,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.0,4,x,100056,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p0/char-5/0002.png
55,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.1,0,t,100052,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-1/0002.png
56,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.1,1,e,100053,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-2/0002.png
57,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.1,2,d,100054,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-3/0002.png
58,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.1,3,v,100055,200044,tedux,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-4/0002.png
59,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.1,4,x,100056,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p1/char-5/0002.png
60,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.3,0,t,100052,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-1/0002.png
61,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.3,1,e,100053,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-2/0002.png
62,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.3,2,d,100054,200044,teavx,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-3/0002.png
63,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.3,3,v,100055,200044,tedux,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-4/0002.png
64,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.3,4,x,100056,200044,teav,0.0,0.6,0.4,0.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p3/char-5/0002.png
65,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.5,0,t,100052,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-1/0002.png
66,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.5,1,e,100053,200044,tnddx,0.0,0.6,0.4,0.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-2/0002.png
67,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.5,2,d,100054,200044,tevvx,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-3/0002.png
68,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.5,3,v,100055,200044,rddx,0.0,0.4,0.6,0.0,0.0,0.0,1.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-4/0002.png
69,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.5,4,x,100056,200044,teav,0.0,0.6,0.4,0.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p5/char-5/0002.png
70,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.7,0,t,100052,200044,tedux,0.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-1/0002.png
71,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.7,1,e,100053,200044,tcdux,0.0,0.6,0.4,0.0,1.0,1.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-2/0002.png
72,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.7,2,d,100054,200044,tevvx,0.0,0.8,0.2,0.0,1.0,1.0,1.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-3/0002.png
73,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.7,3,v,100055,200044,rdax,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-4/0002.png
74,2,05542.png,ruine,tedvx,8.707976256871737,3005,0.7,4,x,100056,200044,teaw,0.0,0.4,0.6,0.0,1.0,1.0,0.0,0.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder_per_char/results/generated/mask-0p7/char-5/0002.png
